pmid,boolean_query,rank,result_pmid,result_title
29641611,"(""nature-based solutions"" OR ""green infrastructure"" OR ""natural infrastructure"" OR ""ecosystem-based adaptation"" OR ""nature-based adaptation"") AND (""coastal flood"" OR ""coastal flooding"" OR ""flood risk"" OR ""coastal risk"") AND (""cost-benefit"" OR ""benefit-cost"" OR ""cost effectiveness"" OR ""cost-effective"") AND (""oyster reef"" OR ""wetland restoration"" OR ""mangrove"" OR ""salt marsh"" OR ""reef restoration"" OR ""coastal wetland"") AND (""climate change"" OR ""sea level rise"" OR ""storm surge"") AND (""adaptation"" OR ""risk reduction"" OR ""coastal protection"")",2,29641611,Comparing the cost effectiveness of nature-based and coastal adaptation: A case study from the Gulf Coast of the United States.
30625152,"(""genome-scale model"" OR ""genome scale model"" OR ""metabolic reconstruction"" OR ""GEM"" OR ""constraint-based model"") AND (""Staphylococcus aureus"" OR ""S. aureus"" OR ""MRSA"" OR ""USA300"") AND (""protein structure"" OR ""GEM-PRO"" OR ""3D structure"" OR ""structural"") AND (""gene essentiality"" OR ""flux balance analysis"" OR ""FBA"" OR ""metabolomics"" OR ""transposon"" OR ""RB-TnSeq"")",1,30625152,A computational knowledge-base elucidates the response of Staphylococcus aureus to different media types.
36329019,"(""fluorescent protein"" OR ""fluorescence calibration"" OR ""FP calibrant"") AND (""microplate reader"" OR ""plate reader"") AND (""absolute units"" OR ""calibration"" OR ""quantification"") AND (""proteins per cell"" OR ""cell concentration"" OR ""optical density"" OR ""cell count"") AND (""synthetic biology"" OR ""microbial"" OR ""bacterial"" OR ""gene expression"" OR ""genetic parts"")",1,35949424,Multicolor plate reader fluorescence calibration.
36329019,"(""fluorescent protein"" OR ""fluorescence calibration"" OR ""FP calibrant"") AND (""microplate reader"" OR ""plate reader"") AND (""absolute units"" OR ""calibration"" OR ""quantification"") AND (""proteins per cell"" OR ""cell concentration"" OR ""optical density"" OR ""cell count"") AND (""synthetic biology"" OR ""microbial"" OR ""bacterial"" OR ""gene expression"" OR ""genetic parts"")",2,32943734,Robust estimation of bacterial cell count from optical density.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",1,39678869,Exacerbation of pulmonary fibrosis following acute lung injury via activin-A production by recruited alveolar macrophages.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",2,38006357,Impact of lipopolysaccharide-induced acute lung injury in aged mice.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",3,38054825,S14G-humanin alleviates acute lung injury by inhibiting the activation of NF-κB.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",4,42300751,Aged garlic extract suppressed macrophage-mediated inflammation in acute respiratory distress syndrome.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",5,42174290,GBP5 Aggravates Acute Lung Injury Via NLRP3 Inflammasome Activation While Inducing a HIF-1α-CD73-adenosine Feedback Loop.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",6,40102943,Extracellular vesicle-bound S100A8/A9 is differentially expressed in septic shock and prompts acute lung injury.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",7,42007381,Endotoxin-induced acute lung injury in old C57BL/6J mice is a translationally relevant geroscience model.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",8,25903964,Vitamin D deficiency contributes directly to the acute respiratory distress syndrome (ARDS).
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",9,32997738,Aging Influences the Metabolic and Inflammatory Phenotype in an Experimental Mouse Model of Acute Lung Injury.
42007381,"(""acute lung injury"" OR ""ALI"" OR ""acute respiratory distress syndrome"" OR ""ARDS"") AND (""lipopolysaccharide"" OR ""LPS"" OR ""endotoxin"") AND (""mouse model"" OR ""murine model"" OR ""animal model"" OR ""experimental model"") AND (""intratracheal"" OR ""intranasal"" OR ""pulmonary administration"") AND (""aged"" OR ""aging"" OR ""elderly"" OR ""old mice"" OR ""senescent"")",10,15374839,Contributions of high mobility group box protein in experimental and clinical acute lung injury.
40163522,"(""reproductive isolation"" OR ""hybridization"" OR ""hybrid zone"" OR ""admixture"") AND (""Mimulus"" OR ""monkeyflower"") AND (""mating system"" OR ""phenology"" OR ""assortative mating"" OR ""gene flow"") AND (""whole genome sequencing"" OR ""low-coverage sequencing"" OR ""population genomics"" OR ""ancestry proportion"" OR ""hybrid ancestry"")",1,40163522,Fluctuating reproductive isolation and stable ancestry structure in a fine-scaled mosaic of hybridizing Mimulus monkeyflowers.
40163522,"(""reproductive isolation"" OR ""hybridization"" OR ""hybrid zone"" OR ""admixture"") AND (""Mimulus"" OR ""monkeyflower"") AND (""mating system"" OR ""phenology"" OR ""assortative mating"" OR ""gene flow"") AND (""whole genome sequencing"" OR ""low-coverage sequencing"" OR ""population genomics"" OR ""ancestry proportion"" OR ""hybrid ancestry"")",2,40290060,Disentangling Complex Histories of Hybridisation: The Genomic Consequences of Ancient and Recent Introgression in Channel Island Monkeyflowers.
40163522,"(""reproductive isolation"" OR ""hybridization"" OR ""hybrid zone"" OR ""admixture"") AND (""Mimulus"" OR ""monkeyflower"") AND (""mating system"" OR ""phenology"" OR ""assortative mating"" OR ""gene flow"") AND (""whole genome sequencing"" OR ""low-coverage sequencing"" OR ""population genomics"" OR ""ancestry proportion"" OR ""hybrid ancestry"")",3,27393073,The genetics of extreme microgeographic adaptation: an integrated approach identifies a major gene underlying leaf trichome divergence in Yellowstone Mimulus guttatus.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",1,39385020,The interplay of mutagenesis and ecDNA shapes urothelial cancer evolution.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",2,39406235,"Long-read sequencing of an advanced cancer cohort resolves rearrangements, unravels haplotypes, and reveals methylation landscapes."
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",3,39267784,Extrachromosomal circular DNA orchestrates genome heterogeneity in urothelial bladder carcinoma.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",4,36253572,Targeted profiling of human extrachromosomal DNA by CRISPR-CATCH.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",5,39448595,Comparative analysis of methodologies for detecting extrachromosomal circular DNA.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",6,36517607,"Purification, full-length sequencing and genomic origin mapping of eccDNA."
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",7,37930031,FLED: a full-length eccDNA detector for long-reads sequencing data.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",8,41654905,Circulating extrachromosomal circular DNA as a prognostic biomarker for colorectal cancer.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",9,36198068,CReSIL: accurate identification of extrachromosomal circular DNA from long-read sequences.
35711922,"(""extrachromosomal DNA"" OR ""eccDNA"" OR ""ecDNA"" OR ""circular DNA"" OR ""extra-chromosomal circular DNA"" OR ""extrachromosomal circular DNA"") AND (""long-read sequencing"" OR ""nanopore sequencing"" OR ""Oxford Nanopore"" OR ""third-generation sequencing"" OR ""single-molecule sequencing"") AND (""computational"" OR ""bioinformatics"" OR ""workflow"" OR ""pipeline"" OR ""algorithm"" OR ""graph-theoretic"" OR ""detection"" OR ""identification"") AND (""cancer"" OR ""tumor"" OR ""oncogene"" OR ""MYCN"" OR ""amplification"" OR ""somatic"")",10,39111816,Reconstructing extrachromosomal DNA structural heterogeneity from long-read sequencing data using Decoil.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",1,38785975,The Third-Generation Sequencing Challenge: Novel Insights for the Omic Sciences.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",2,37541186,Beyond the exome: What's next in diagnostic testing for Mendelian conditions.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",3,39862869,Advancing long-read nanopore genome assembly and accurate variant calling for rare disease detection.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",4,40989185,Swine influenza-modified pulmonary microbiota.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",5,38406378,Long-read sequencing improves diagnostic rate in neuromuscular disorders.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",6,41327893,Long-read sequencing identifies FGF14 repeat expansions in Parkinson's disease.
30052755,"(""MinION"" OR ""Oxford Nanopore"" OR ""nanopore sequencing"") AND (""quality control"" OR ""QC"" OR ""diagnostic"" OR ""sequencing quality"") AND (""flowcell"" OR ""flow cell"" OR ""long-read sequencing"" OR ""third-generation sequencing"")",7,38741136,Comprehensive genetic analysis of facioscapulohumeral muscular dystrophy by Nanopore long-read whole-genome sequencing.
